X,Y,OBJECTID,FULLNAME,NAME,ENTRANCENAME,ALIAS1,ALIAS2,JURISDICTION,ADDRESS,Address2,URL,PHONE,ARTSCENTER,BALLFIELDS,BOATRENTAL,CANOE,DISCGOLF,DOGPARK,ENVCTR,FISHING,GREENWAYACCESS,GYM,MULTIPURPOSEFIELD,OUTDOORBASKETBALL,PICNICSHELTER,PLAYGROUND,POOL,COMMUNITYCENTER,NEIGHBORHOODCENTER,TENNISCOURTS,TRACK,WALKINGTRAILS,RESTROOMS,Lat,Lon,Notes,AMUSEMENTTRAIN,CAROUSEL,TENNISCENTER,THEATER,BOCCE,HANDBALL,HORSESHOE,INLINESKATING,SANDVOLLEYBALL,SKATEPARK,ACTIVE_ADULT,BMXTRACK,BOATRIDE,LIBRARY,MUSEUM,TEEN,BIKING,LIVEANIMALS,GARDENS,EQUESTRIAN,VEHICLEENTRANCE,GREENWAYENTRANCE,PEDESTRIANENTRANCE,PARKINGSTREET,PARKINGLOT
2099707.986038893461227,767241.473582893610001,723,Shelley Lake Park - Greenway Entrance,Shelley Lake Park,Greenway Entrance,,,City of Raleigh,"1400 W Millbrook Rd, Raleigh, NC","1400 W Millbrook Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/ShelleyLake.html,919-420-2329,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,35.856301,-78.660979,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2100500.999872803688049,769534.437500894069672,724,Shelley Lake Park - Greenway Entrance,Shelley Lake Park,Greenway Entrance,,,City of Raleigh,"1400 W Millbrook Rd, Raleigh, NC","1400 W Millbrook Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/ShelleyLake.html,919-420-2329,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,35.856301,-78.660979,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2099405.536840632557869,768388.316761642694473,725,Shelley Lake Park - Greenway Entrance,Shelley Lake Park,Greenway Entrance,,,City of Raleigh,"1400 W Millbrook Rd, Raleigh, NC","1400 W Millbrook Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/ShelleyLake.html,919-420-2329,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,35.856301,-78.660979,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2102461.999887809157372,769691.750506475567818,726,Shelley Lake Park - Greenway Entrance,Shelley Lake Park,Greenway Entrance,,,City of Raleigh,"1400 W Millbrook Rd, Raleigh, NC","1400 W Millbrook Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/ShelleyLake.html,919-420-2329,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,35.856301,-78.660979,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2102350.86100247502327,770546.934491649270058,727,Shelley Lake Park - Greenway Entrance,Shelley Lake Park,Greenway Entrance,,,City of Raleigh,"1400 W Millbrook Rd, Raleigh, NC","1400 W Millbrook Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/ShelleyLake.html,919-420-2329,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,35.856301,-78.660979,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2100071.522057220339775,766791.085047975182533,728,Shelley Lake Park - W Millbrook Rd Entrance,Shelley Lake Park,W Millbrook Rd Entrance,,,City of Raleigh,"1400 W Millbrook Rd, Raleigh, NC","1400 W Millbrook Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/ShelleyLake.html,919-420-2329,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,35.856301,-78.660979,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes
2046583.819977715611458,764670.654905647039413,729,Shiloh Park/Luther Green Center - Church St Entrance,Shiloh Park/Luther Green Center,Church St Entrance,,,Town of Morrisville,922 Church Street,"Morrisville, NC 27560",http://www.townofmorrisville.org/government/departments-services/parks-recreation-cultural-resources/parks-and-greenways/shiloh-park-luther-green-center,919-463-7110,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,,Tobacco Barn and batting cage,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Yes,No,Yes
2046493.265696883201599,765071.809615150094032,730,Shiloh Park/Luther Green Center - Pedestrian Entrance,Shiloh Park/Luther Green Center,Pedestrian Entrance,,,Town of Morrisville,922 Church Street,"Morrisville, NC 27560",http://www.townofmorrisville.org/government/departments-services/parks-recreation-cultural-resources/parks-and-greenways/shiloh-park-luther-green-center,919-463-7110,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,,Tobacco Barn and batting cage,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,No,Yes,No,No
2146323.277978718280792,801976.353588059544563,731,Smith Creek Soccer Center - Greenway Entrance,Smith Creek Soccer Center,Greenway Entrance,,,Town of Wake Forest,"690 Heritage Lake Rd, Wake Forest, NC","690 Heritage Lake Rd, Wake Forest, NC",http://www.wakeforestnc.gov/smith-creek-soccer-center.aspx,919-435-9560,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,35.955823,-78.501277,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2147224.50878781080246,802937.96944697201252,732,Smith Creek Soccer Center - Greenway Entrance,Smith Creek Soccer Center,Greenway Entrance,,,Town of Wake Forest,"690 Heritage Lake Rd, Wake Forest, NC","690 Heritage Lake Rd, Wake Forest, NC",http://www.wakeforestnc.gov/smith-creek-soccer-center.aspx,919-435-9560,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,35.955823,-78.501277,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2146186.278252720832825,801387.142168059945107,733,Smith Creek Soccer Center - Greenway Entrance,Smith Creek Soccer Center,Greenway Entrance,,,Town of Wake Forest,"690 Heritage Lake Rd, Wake Forest, NC","690 Heritage Lake Rd, Wake Forest, NC",http://www.wakeforestnc.gov/smith-creek-soccer-center.aspx,919-435-9560,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,35.955823,-78.501277,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2147614.098231717944145,803182.008657068014145,734,Smith Creek Soccer Center - Heritage Lake Rd Entrance,Smith Creek Soccer Center,Heritage Lake Rd Entrance,,,Town of Wake Forest,"690 Heritage Lake Rd, Wake Forest, NC","690 Heritage Lake Rd, Wake Forest, NC",http://www.wakeforestnc.gov/smith-creek-soccer-center.aspx,919-435-9560,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,35.955823,-78.501277,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2111059.398703470826149,706917.880319565534592,735,South Garner Park - Claymore Dr Entrance,South Garner Park,Claymore Dr Entrance,,,Town of Garner,"1210 Poole Drive, Garner NC, 27529","1210 Poole Drive, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=24,919-773-4443,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,35.692472,-78.625674,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2110534.512942224740982,706904.931526556611061,736,South Garner Park - Leary Dr Entrance,South Garner Park,Leary Dr Entrance,,,Town of Garner,"1210 Poole Drive, Garner NC, 27529","1210 Poole Drive, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=24,919-773-4443,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,35.692472,-78.625674,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2111377.252070382237434,707540.440754219889641,737,South Garner Park - Poole Dr Entrance,South Garner Park,Poole Dr Entrance,,,Town of Garner,"1210 Poole Drive, Garner NC, 27529","1210 Poole Drive, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=24,919-773-4443,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,35.692472,-78.625674,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2057989.127219557762146,662868.276817888021469,738,South Park - Greenway Entrance,South Park,Greenway Entrance,,,Town of Fuquay-Varina,"900 South Main Street, Fuquay-Varina, NC","900 South Main Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/south-park.html,919-552-1430,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,35.571857,-78.802875,Splash Pad,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2059258.947842642664909,663643.304795399308205,739,South Park - Pedestrian Entrance,South Park,Pedestrian Entrance,,,Town of Fuquay-Varina,"900 South Main Street, Fuquay-Varina, NC","900 South Main Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/south-park.html,919-552-1430,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,35.571857,-78.802875,Splash Pad,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2059269.390735134482384,662867.30962823331356,740,South Park - Pedestrian Entrance,South Park,Pedestrian Entrance,,,Town of Fuquay-Varina,"900 South Main Street, Fuquay-Varina, NC","900 South Main Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/south-park.html,919-552-1430,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,35.571857,-78.802875,Splash Pad,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2058059.484690383076668,663782.874726220965385,741,South Park - Pedestrian Entrance,South Park,Pedestrian Entrance,,,Town of Fuquay-Varina,"900 South Main Street, Fuquay-Varina, NC","900 South Main Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/south-park.html,919-552-1430,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,35.571857,-78.802875,Splash Pad,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2058788.757181972265244,663698.193793222308159,742,South Park - S Judd Pkwy Entrance,South Park,S Judd Pkwy Entrance,,,Town of Fuquay-Varina,"900 South Main Street, Fuquay-Varina, NC","900 South Main Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/south-park.html,919-552-1430,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,35.571857,-78.802875,Splash Pad,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2059264.896977722644806,663335.737169057130814,743,South Park - S Main St Entrance,South Park,S Main St Entrance,,,Town of Fuquay-Varina,"900 South Main Street, Fuquay-Varina, NC","900 South Main Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/south-park.html,919-552-1430,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,35.571857,-78.802875,Splash Pad,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes
2116231.053714469075203,729967.463485389947891,744,Southgate Park - Fountain Dr Entrance,Southgate Park,Fountain Dr Entrance,Sgt. Courtney T. Johnson Community Center,,City of Raleigh,"1801 Proctor Rd, Raleigh, NC","1801 Proctor Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/SgtCourtneyTJohnsonCommunityCenter.html,919-831-6719,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,35.755112,-78.607825,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2115943.250156223773956,729328.562204137444496,745,Southgate Park - Pedestrian Entrance,Southgate Park,Pedestrian Entrance,Sgt. Courtney T. Johnson Community Center,,City of Raleigh,"1801 Proctor Rd, Raleigh, NC","1801 Proctor Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/SgtCourtneyTJohnsonCommunityCenter.html,919-831-6719,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,35.755112,-78.607825,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2128364.390668213367462,768268.784192308783531,746,Spring Forest Road Park - Pedestrian Entrance,Spring Forest Road Park,Pedestrian Entrance,,,City of Raleigh,"4203 Spring Forest Rd, Raleigh, NC","4203 Spring Forest Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/SpringForestRoadPark.html,919-872-4140,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,35.858878,-78.568833,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2128354.588850557804108,767467.672605559229851,747,Spring Forest Road Park - Pedestrian Entrance,Spring Forest Road Park,Pedestrian Entrance,,,City of Raleigh,"4203 Spring Forest Rd, Raleigh, NC","4203 Spring Forest Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/SpringForestRoadPark.html,919-872-4140,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,35.858878,-78.568833,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2127319.350435465574265,768262.537157565355301,748,Spring Forest Road Park - Pedestrian Entrance,Spring Forest Road Park,Pedestrian Entrance,,,City of Raleigh,"4203 Spring Forest Rd, Raleigh, NC","4203 Spring Forest Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/SpringForestRoadPark.html,919-872-4140,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,35.858878,-78.568833,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2127006.25033988058567,767499.999968722462654,749,Spring Forest Road Park - Spring Forest Rd Entrance,Spring Forest Road Park,Spring Forest Rd Entrance,,,City of Raleigh,"4203 Spring Forest Rd, Raleigh, NC","4203 Spring Forest Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/SpringForestRoadPark.html,919-872-4140,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,35.858878,-78.568833,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2093192.749725550413132,738281.437342971563339,750,Spring Park - Collegeview Ave Entrance,Spring Park,Collegeview Ave Entrance,,,City of Raleigh,"1422 Collegeview Ave, Raleigh, NC","1422 Collegeview Ave, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/SpringPark.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,35.778301,-78.686080,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No
2083895.045551970601082,785731.342442974448204,751,Strickland Road Neighborhood Park - Pedestrian Entrance,Strickland Road Neighborhood Park,Pedestrian Entrance,,,City of Raleigh,"12804 Strickland Rd, Raleigh, NC","12804 Strickland Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundStricklandRoad.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,35.910070,-78.714739,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2084575.399178132414818,785482.979750722646713,752,Strickland Road Neighborhood Park - Strickland Rd Entrance,Strickland Road Neighborhood Park,Strickland Rd Entrance,,,City of Raleigh,"12804 Strickland Rd, Raleigh, NC","12804 Strickland Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundStricklandRoad.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,35.910070,-78.714739,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2044804.709690809249878,717136.216182067990303,753,Sue Helton Park - Grand Helton Ct Entrance,Sue Helton Park,Grand Helton Ct Entrance,,,Town of Apex,"201 Matney Ln., Apex, NC","703 Matney Ln., Apex, NC",http://www.apexnc.org/services/parks-recreation-cultural-resources/park-facilities/sue-helton-park,919-249-3402,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,35.720307,-78.849308,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No
2044786.038796380162239,717217.148106813430786,754,Sue Helton Park - Matney Ln Entrance,Sue Helton Park,Matney Ln Entrance,,,Town of Apex,"201 Matney Ln., Apex, NC","703 Matney Ln., Apex, NC",http://www.apexnc.org/services/parks-recreation-cultural-resources/park-facilities/sue-helton-park,919-249-3402,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,35.720307,-78.849308,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No
2079207.877432882785797,725971.865177392959595,755,Swift Creek Elementary School Park - Yates Mill Pond Rd Entrance,Swift Creek Elementary School Park,Yates Mill Pond Rd Entrance,,,Wake County Public School System,"5601 Tryon Rd, Raleigh, NC","5601 Tryon Rd, Raleigh, NC",http://www.wcpss.net/swiftcreekes,(919) 233-4320,,,,,,,,,,,Yes,Yes,,Yes,,,,Yes,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes
2061153.526730641722679,720441.863770231604576,756,Symphony Lake Park - Greenway Entrance,Symphony Lake Park,Greenway Entrance,,,Town of Cary,,,http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/greenways/symphony-lake-greenway,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2060111.439904049038887,719917.601695388555527,757,Symphony Lake Park - Greenway Entrance,Symphony Lake Park,Greenway Entrance,,,Town of Cary,,,http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/greenways/symphony-lake-greenway,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2058273.317267969250679,719756.655823066830635,758,Symphony Lake Park - Greenway Entrance,Symphony Lake Park,Greenway Entrance,,,Town of Cary,,,http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/greenways/symphony-lake-greenway,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2061282.417220890522003,720279.472690805792809,759,Symphony Lake Park - Greenway Entrance,Symphony Lake Park,Greenway Entrance,,,Town of Cary,,,http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/greenways/symphony-lake-greenway,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2061598.60851763188839,719989.787574648857117,760,Symphony Lake Park - Greenway Entrance,Symphony Lake Park,Greenway Entrance,,,Town of Cary,,,http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/greenways/symphony-lake-greenway,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2061525.060764476656914,719425.661734387278557,761,Symphony Lake Park - Greenway Entrance,Symphony Lake Park,Greenway Entrance,,,Town of Cary,,,http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/greenways/symphony-lake-greenway,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2059774.889067977666855,719839.005723983049393,762,Symphony Lake Park - Greenway Entrance,Symphony Lake Park,Greenway Entrance,,,Town of Cary,,,http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/greenways/symphony-lake-greenway,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2060902.663715302944183,720659.980788066983223,763,Symphony Lake Park - Regency Pkwy Entrance,Symphony Lake Park,Regency Pkwy Entrance,,,Town of Cary,,,http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/greenways/symphony-lake-greenway,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2111755.182416886091232,739723.621138393878937,764,Tarboro Road Park - E Jones St Entrance,Tarboro Road Park,E Jones St Entrance,Saint Monica Teen Center,,City of Raleigh,"121 N Tarboro St, Raleigh, NC","121 N Tarboro St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/TarboroRdMainPage.html,919-831-6505,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,35.781204,-78.622861,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,Yes,No,Yes,No,Yes
2112008.201595887541771,739410.411791056394577,765,Tarboro Road Park - N Tarboro St Entrance,Tarboro Road Park,N Tarboro St Entrance,Saint Monica Teen Center,,City of Raleigh,"121 N Tarboro St, Raleigh, NC","121 N Tarboro St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/TarboroRdMainPage.html,919-831-6505,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,35.781204,-78.622861,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,Yes,No,Yes,No,Yes
2111764.500311642885208,739283.124972149729729,766,Tarboro Road Park - Pedestrian Entrance,Tarboro Road Park,Pedestrian Entrance,Saint Monica Teen Center,,City of Raleigh,"121 N Tarboro St, Raleigh, NC","121 N Tarboro St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/TarboroRdMainPage.html,919-831-6505,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,35.781204,-78.622861,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,Yes,No,No
2146755.276458546519279,813179.509659394621849,767,Taylor Street Park - N Taylor St Entrance,Taylor Street Park,N Taylor St Entrance,,,Town of Wake Forest,"416 N Taylor St, Wake Forest, NC","416 N Taylor St, Wake Forest, NC",http://www.wakeforestnc.gov/residents-parksrecreation_facilities_taylor.aspx,919-435-9560,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,35.982694,-78.504344,Park has a Sprayground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2146825.71234130859375,813332.818735972046852,768,Taylor Street Park - Pedestrian Entrance,Taylor Street Park,Pedestrian Entrance,,,Town of Wake Forest,"416 N Taylor St, Wake Forest, NC","416 N Taylor St, Wake Forest, NC",http://www.wakeforestnc.gov/residents-parksrecreation_facilities_taylor.aspx,919-435-9560,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,35.982694,-78.504344,Park has a Sprayground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2146694.750004798173904,813047.375081136822701,769,Taylor Street Park - Pedestrian Entrance,Taylor Street Park,Pedestrian Entrance,,,Town of Wake Forest,"416 N Taylor St, Wake Forest, NC","416 N Taylor St, Wake Forest, NC",http://www.wakeforestnc.gov/residents-parksrecreation_facilities_taylor.aspx,919-435-9560,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,35.982694,-78.504344,Park has a Sprayground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2146955.072318807244301,813287.55504697561264,770,Taylor Street Park - Pedestrian Entrance,Taylor Street Park,Pedestrian Entrance,,,Town of Wake Forest,"416 N Taylor St, Wake Forest, NC","416 N Taylor St, Wake Forest, NC",http://www.wakeforestnc.gov/residents-parksrecreation_facilities_taylor.aspx,919-435-9560,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,35.982694,-78.504344,Park has a Sprayground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2050861.171659216284752,690083.805720061063766,771,The PIT Soccer Field - Stinson Ave Entrance,The PIT Soccer Field,Stinson Ave Entrance,,,Town of Holly Springs,"301 Stinson Ave., Holly Springs, NC","301 Stinson Ave., Holly Springs, NC",http://www.hollyspringsnc.us/index.aspx?NID=312,(919) 557-9601,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,35.646735,-78.829266,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
