X,Y,OBJECTID,NAME,ALIAS1,ALIAS2,JURISDICTION,ADDRESS,Address2,URL,PHONE,ARTSCENTER,BALLFIELDS,BOATRENTAL,CANOE,DISCGOLF,DOGPARK,ENVCTR,FISHING,GREENWAYACCESS,GYM,MULTIPURPOSEFIELD,OUTDOORBASKETBALL,PICNICSHELTER,PLAYGROUND,POOL,COMMUNITYCENTER,NEIGHBORHOODCENTER,TENNISCOURTS,TRACK,WALKINGTRAILS,RESTROOMS,Lat,Lon,Notes,AMUSEMENTTRAIN,CAROUSEL,TENNISCENTER,THEATER,BOCCE,HANDBALL,HORSESHOE,INLINESKATING,SANDVOLLEYBALL,SKATEPARK,ACTIVE_ADULT,BMXTRACK,BOATRIDE,LIBRARY,MUSEUM,TEEN,BIKING,LIVEANIMALS,GARDENS,EQUESTRIAN,FORLOCATOR
2090808.4999008923769,743534.937662720680237,532,Method Community Park,,,City of Raleigh,"514 Method Rd, Raleigh, NC","514 Method Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/MethodCommunityCenter.html,919-831-6066,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,35.792815,-78.694513,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2069987.017921879887581,696133.477347731590271,535,Middle Creek School Park,,,Town of Cary,"151 Middle Creek Park Avenue, Cary, NC","151 Middle Creek Park Avenue, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Middle_Creek_School_Park.htm,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,35.665164,-78.765015,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2137329.724443554878235,745596.455849394202232,539,Milburnie,,,City of Raleigh,"1101 Old Milburnie Rd, Raleigh, NC","1101 Old Milburnie Rd, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,35.798412,-78.538621,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2136144.90725938975811,746937.14706563949585,540,Milburnie Park Neuse River Trail Access,Neuse River Trail Access,,City of Raleigh,"5428 Allen Dr, Raleigh, NC",,https://www.raleighnc.gov/parks/content/ParksRec/Articles/Greenways/NeuseRiverTrail.html,919-996-3285,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes
2153178.962430059909821,794588.438245818018913,542,Mill Bridge Nature Park,,,Town of Rolesville,"425 Nature Park Drive, Wake Forest, NC","425 Nature Park Drive, Wake Forest, NC",http://rolesvillenc.gov/town-departments/parks-recreation/parks-facilities/,919.554.6582,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2116264.904368549585342,770497.657031148672104,546,Millbrook Exchange Park,Anne Gordon Center for Active Adults,,City of Raleigh,"1815 Spring Forest Rd, Raleigh, NC","1815 Spring Forest Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/MillbrookExchangeCommunityCenter.html,919-996-4720,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,35.869465,-78.605255,,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,,,,Yes
2029692.694311216473579,750873.676594138145447,552,Mills Park,,,Town of Cary,"425 Mills Park Drive, Cary, NC","425 Mills Park Drive, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/mills-school-park,,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,35.812644,-78.902605,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2150094.529950633645058,743424.270889312028885,554,Mingo Creek Park,,,Town of Knightdale,"100 Parkside Commons Drive, Knightdale, NC","100 Parkside Commons Drive, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=354,919-217-2230,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2180923.570654630661011,790015.793847814202309,557,Mitchell Mill State Natural Area,,,State of North Carolina,"5129 Zebulon Rd, Zebulon, NC",,https://www.ncparks.gov/falls-lake-state-recreation-area/history,919-676-1027,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes
2108188.322752714157104,737881.551331728696823,559,Moore Square,,,City of Raleigh,"201 South Blount St, Raleigh, NC","201 South Blount St, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-832-1231,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.777402,-78.635800,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2108798.144367724657059,743525.68768122792244,562,Mordecai Historic Park,Mordecai Historic Park,,City of Raleigh,"1 Mimosa St, Raleigh, NC","1 Mimosa St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/MordecaiHistoricPark2.html,919-857-4364,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,35.792683,-78.633102,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes
2108218.532337963581085,744689.436994150280952,567,Mordecai Mini Park,,,City of Raleigh,"1122 North Blount St, Raleigh, NC","1122 North Blount St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundMordecai.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,35.795778,-78.635210,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2047180.413272723555565,750074.321565553545952,568,Morrisville Aquatics and Fitness Center,,,Town of Morrisville,"1301 Morrisville Pkwy, Morrisville, NC",,https://www.townofmorrisville.org/government/departments-services/parks-recreation-cultural-resources/morrisville-aquatics-and-fitness-center,919-463-6900,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,Yes,,,,No,,,,,,,,,,,,,,,,No,,,,Yes
2045285.533532306551933,751806.086802810430527,570,Morrisville Community Park,,,Town of Morrisville,1520 Morrisville Parkway,"Morrisville, NC 27560",http://www.townofmorrisville.org/government/departments-services/parks-recreation-cultural-resources/parks-and-greenways/morrisville-community-park,919-463-7110,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2105858.665010467171669,738394.940724894404411,579,Nash Square,,,City of Raleigh,"200 S McDowell St, Raleigh, NC","200 S McDowell St, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-832-1231,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.777579,-78.642702,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2021918.690502300858498,752069.656813725829124,584,New Hope Church Road Trailhead Park,Access to American Tobacco Trail,,Town of Cary,"2575 New Hope Church Road, Cary, NC","2575 New Hope Church Road, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/new-hope-church-road-trailhead-park,,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2062493.124773219227791,753692.187689393758774,591,North Cary Park,,,Town of Cary,"1100 Norwell Boulevard, Cary, NC","1100 Norwell Boulevard, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/north-cary-park,,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,35.821390,-78.787315,"Sand Volleyball Courts, Climbing Boulders",No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,Yes
2117892.440483555197716,712269.794156387448311,594,North Garner Dog Park,,,Town of Garner,"221 E Garner Rd, Garner, NC","221 E Garner Rd, Garner, NC",http://www.garnernc.gov/departments/parks-recreation-and-cultural-resources/parks/north-garner-dog-park,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2101912.447509214282036,760792.467780143022537,597,North Hills Park,,,City of Raleigh,"100 Chowan Cir, Raleigh, NC","100 Chowan Cir, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/NorthHillsPark.html,919-870-2880,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,35.838586,-78.658194,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2037501.339126974344254,761284.025852143764496,600,Northwest Park,,,Town of Morrisville,998 Parkside Valley Drive,"Morrisville, NC 27560",http://www.townofmorrisville.org/government/departments-services/parks-recreation-cultural-resources/parks-and-greenways/northwest-park,919-463-7110,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2109048.499838143587112,741908.060339063405991,602,Oakwood Commons Park,,,City of Raleigh,"535 N East St, Raleigh, NC","535 N East St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundOakwoodCommons.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,35.787851,-78.632133,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2111072.555173218250275,743035.888463973999023,604,Oakwood Park,,,City of Raleigh,"910 Brookside Dr, Raleigh, NC","910 Brookside Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/OakwoodPark.html,919-831-6995,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,35.791088,-78.624044,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,Yes
2064647.406881973147392,760246.527270972728729,608,Old Reedy Creek Road Trailhead,,,Town of Cary,"2139 Old Reedy Creek Road, Cary, NC","2139 Old Reedy Creek Road, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/old-reedy-creek-road-trailhead,,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,,,Bike Repair Station,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2104276.963121384382248,769807.447125479578972,610,Optimist Park,,,City of Raleigh,"5900 Whittier Dr, Raleigh, NC","5900 Whittier Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/OptimistCommunityCenter.html,919-870-2880,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,35.863493,-78.646732,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2065021.327393963932991,742076.750946566462517,613,Page-Walker Arts & History Center,,,Town of Cary,"316 North Academy Street, Cary, NC","316 North Academy Street, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Facilities/Cultural_Arts_Centers/Page-Walker_Arts___History_Center.htm,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,35.789595,-78.780620,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2050932.318826630711555,690022.093901231884956,619,Parrish Womble Park,,,Town of Holly Springs,"1201 Grigsby Ave., Holly Springs, NC","1201 Grigsby Ave., Holly Springs, NC",http://www.hollyspringsnc.us/index.aspx?NID=332,(919) 557-9600,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,35.643362,-78.826874,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2102431.36084146797657,725655.183724150061607,621,Peach Road Park,,,City of Raleigh,"911 Ileagnes Rd, Raleigh, NC","911 Ileagnes Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/PeachRoadMainPage.html,919-807-8545,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,35.742242,-78.654970,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2060177.210441797971725,715330.173206225037575,624,Penny Road Elementary School Park,,,Town of Cary,"10900 Penny Rd, Cary, NC","10900 Penny Rd, Cary, NC",http://www.wcpss.net/pennyroades,(919) 387-2136,,Yes,,,,,,,,,Yes,,Yes,Yes,,,,,Yes,Yes,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes
2133560.362559720873833,808201.253867894411087,625,Plummer Park,,,Town of Wake Forest,"965 Jones Wynd, Wake Forest, NC","965 Jones Wynd, Wake Forest, NC",http://www.wakeforestnc.gov/plummer-park.aspx,919-435-9560,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,35.969293,-78.548740,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2094941.374837219715118,744249.56254580616951,626,Pollock Place Park,,,City of Raleigh,"3301 Pollock Pl, Raleigh, NC","3301 Pollock Pl, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundPollockPlace.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,35.794681,-78.679979,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2138335.452418968081474,729864.331473812460899,631,Poole Road Canoe Launch,,,City of Raleigh,"6451 Poole Rd, Raleigh, NC","6451 Poole Rd, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6610,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,35.754822,-78.532799,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2107286.059465393424034,736718.62747648358345,632,Pope House,,,City of Raleigh,"511 S Wilmington St, Raleigh, NC","511 S Wilmington St, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-996-2220,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.773705,-78.638212,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes
2084996.213953301310539,738312.267661899328232,636,Powell Drive Park,,,City of Raleigh,"740 Powell Dr, Raleigh, NC","740 Powell Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/PowellDriveParkAndCenter.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,35.778923,-78.714172,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2049502.304626300930977,742735.362818315625191,637,Preston Soccer Fields,,,Town of Cary,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://games.townofcarync.gov/ballfields/displaystatus.php,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,35.790665,-78.833094,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2099610.071208477020264,740621.955299720168114,643,Pullen Arts Center,Pullen Park,,City of Raleigh,"105 Pullen Rd, Raleigh, NC","105 Pullen Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/PullenArtsCenter.html,919-996-6126,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.784329,-78.663089,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2100361.108092218637466,738855.750826895236969,645,Pullen Park,Pullen Amusement Center,Pullen Aquatic Center,City of Raleigh,"410 Park Ave, Raleigh, NC","410 Park Ave, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/PullenPark.html,919-996-6468,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,35.780908,-78.663930,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,Yes
2111715.669700637459755,735020.873654142022133,652,Quarry Street Park,,,City of Raleigh,"731 Quarry St, Raleigh, NC","731 Quarry St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundQuarryStreet.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,35.768966,-78.623228,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2068152.836222797632217,737875.222604230046272,654,R.S. Dunham Park,,,Town of Cary,"519 Walnut Street, Cary, NC","519 Walnut Street, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/R__S__Dunham_Park.htm,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,35.777970,-78.769986,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2106930.389901131391525,738152.858859971165657,655,Raleigh City Museum,,,City of Raleigh,"220 Fayetteville St, Raleigh, NC","220 Fayetteville St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/HRMCityMuseum.html,919-996-2220,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.777643,-78.639497,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes
2117182.499974310398102,709958.187559142708778,657,Rand Mill Park,,,Town of Garner,"508 Rand Mill Road, Garner NC, 27529","508 Rand Mill Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=23,919-773-4442,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,35.700681,-78.605121,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2073274.392580717802048,673285.686757311224937,658,Ransdell Soccer Fields,,,Town of Fuquay-Varina,"1501 Ideal Lane, Fuquay-Varina, NC","1501 Ideal Lane, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/ransdell-soccer-fields.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,35.600683,-78.753437,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2093399.200100049376488,751004.149758398532867,659,Ridge Road Park,,,City of Raleigh,"1709 Ridge Rd, Raleigh, NC","1709 Ridge Rd, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,35.813836,-78.685092,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2106559.303701058030128,747124.575496554374695,660,Roanoke Park,,,City of Raleigh,"1500 Cherokee Dr, Raleigh, NC","1500 Cherokee Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/RoanokePark.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,35.801684,-78.639935,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,Yes
2061866.374714389443398,746653.437659308314323,664,Robert V. Godbold Park,Sk-8 Cary Skate Park,Cary Dog Park at Goldbold Park,Town of Cary,"2050 NW Maynard Road, Cary, NC","2050 NW Maynard Road, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/robert-v-godbold-park,,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,35.800560,-78.790735,Concession at Sk-8 Cary Skate Park,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,Yes
2113102.365746140480042,737632.401895642280579,667,Roberts Park,,,City of Raleigh,"1300 E Martin St, Raleigh, NC","1300 E Martin St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/RobertsCommunityCenterMain.html,919-831-6830,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,35.775488,-78.618247,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2174219.000074297189713,752764.68757589161396,672,Robertson Millpond Preserve,,,Wake County,"6333 Robertson Pond Road, Wendell, NC 27591",,http://www.wakegov.com/parks/robertsonmillpond/Pages/default.aspx,NA,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
2045260.974854379892349,723312.491559147834778,673,Rodgers Family Skate Plaza at Trackside,Hunter Street Park,,Town of Apex,1290 Ambergate Station,,https://www.apexnc.org/485/Trackside-Skate-Plaza,919-249-3402,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,35.735807,-78.848187,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
2158841.37334930896759,788923.363617971539497,680,Rolesville Community School Park,,,Town of Rolesville,"121 Redford Place Drive, Rolesville, NC","121 Redford Place Drive, Rolesville, NC",http://rolesvillenc.gov/town-departments/parks-recreation/parks-facilities/,919.554.6582,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2159680.037354379892349,790604.437027484178543,686,Rolesville Main Street Park,,,Town of Rolesville,"200 South Main St, Rolesville, NC","200 South Main St, Rolesville, NC",http://rolesvillenc.gov/town-departments/parks-recreation/parks-facilities/,919.554.6582,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2098284.087639972567558,742827.153317138552666,692,Rose Garden & Raleigh Little Theatre,,,City of Raleigh,"301 Pogue St, Raleigh, NC","301 Pogue St, Raleigh, NC",http://www.raleighlittletheatre.org/,919-996-6468,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,35.791600,-78.668782,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2064011.701788559556007,736409.779997065663338,693,Rose Street Park,,,Town of Cary,"110 Rose Street, Cary, NC","110 Rose Street, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Rose_Street_Park.htm,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,35.773311,-78.784299,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2106163.250031217932701,754035.125323727726936,696,Rothgeb Park,,,City of Raleigh,"2739 Rothgeb Dr, Raleigh, NC","2739 Rothgeb Dr, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,35.821660,-78.642014,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2051479.433546051383018,754659.339954555034637,699,Ruritan Park,,,Town of Morrisville,"212 Page St, Morrisville, NC 27560",,https://www.townofmorrisville.org/government/departments-services/parks-recreation-cultural-resources/parks-and-greenways,919-463-7110,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes
2044684.480928629636765,729639.787631556391716,700,Salem Pond Park,,,Town of Apex,"6112 Old Jenks Rd, Apex, NC","6112 Old Jenks Rd, Apex, NC",https://www.apexnc.org/369/Parks-Recreation-Projects,919-249-3402,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,35.754866,-78.849013,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2114596.23283714056015,725791.995786473155022,707,Sanderford Road Park,,,City of Raleigh,"2623 Sanderford Rd, Raleigh, NC","2623 Sanderford Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/SanderfordRoad.html,919-831-1898,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.743084,-78.612295,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,Yes
2050935.828334048390388,719888.503984555602074,708,Seagroves Farm Park,,,Town of Apex,"201 Parkfield Dr., Apex, NC","201 Parkfield Dr., Apex, NC",https://www.apexnc.org/796/Neighborhood-Parks,919-249-3402,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.727813,-78.828484,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2034663.532466635107994,745287.332451894879341,717,Sears Farm Road Park,,,Town of Cary,"5077 Sears Farm Road, Cary, NC","5077 Sears Farm Road, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/sears-farm-road-park,,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,35.799060,-78.880551,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2098926.434124305844307,767304.541698232293129,721,Sertoma Arts Center,,,City of Raleigh,"1400 W Millbrook Rd, Raleigh, NC","1400 W Millbrook Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/SertomaArtsCenter.html,919-420-2329,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,35.858768,-78.664469,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2100071.522057220339775,766791.085047975182533,728,Shelley Lake Park,,,City of Raleigh,"1400 W Millbrook Rd, Raleigh, NC","1400 W Millbrook Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/ShelleyLake.html,919-420-2329,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,35.856301,-78.660979,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2046583.819977715611458,764670.654905647039413,729,Shiloh Park/Luther Green Center,,,Town of Morrisville,922 Church Street,"Morrisville, NC 27560",http://www.townofmorrisville.org/government/departments-services/parks-recreation-cultural-resources/parks-and-greenways/shiloh-park-luther-green-center,919-463-7110,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,,Tobacco Barn and batting cage,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes
